education,gender,marital_status,occupation,race,workclass,age,hours_per_week,income
Bachelors,Female,Divorced,Professional,Other,Government,36,40,0
HS-grad,Male,Married,Blue-Collar,White,Private,36,60,1
School,Female,Single,Service,White,Private,17,15,0
Bachelors,Male,Single,White-Collar,White,Private,24,40,1
HS-grad,Male,Married,Blue-Collar,White,Private,57,40,0
Assoc,Male,Single,Sales,White,Private,34,50,0
Some-college,Male,Single,Other/Unknown,White,Other/Unknown,25,40,0
Bachelors,Male,Married,Sales,White,Private,47,60,1
HS-grad,Male,Married,White-Collar,White,Private,37,40,0
Some-college,Male,Single,Blue-Collar,White,Government,27,40,0
Bachelors,Female,Single,Professional,White,Private,28,40,0
HS-grad,Male,Married,Blue-Collar,White,Private,34,45,0
Some-college,Female,Single,Other/Unknown,Other,Other/Unknown,25,20,0
Bachelors,Male,Married,White-Collar,White,Private,56,44,1
HS-grad,Male,Married,Blue-Collar,Other,Government,40,35,0
Masters,Female,Divorced,White-Collar,Other,Private,41,60,1
Bachelors,Male,Married,Blue-Collar,White,Private,47,50,1
Some-college,Male,Single,Blue-Collar,White,Private,46,40,0
Masters,Male,Married,White-Collar,White,Private,48,40,0
Some-college,Male,Single,Other/Unknown,Other,Government,29,60,0
Some-college,Male,Single,Blue-Collar,White,Private,27,50,0
Assoc,Male,Married,Blue-Collar,White,Private,36,40,1
Masters,Male,Married,Service,White,Private,37,60,1
HS-grad,Male,Single,Blue-Collar,White,Private,33,30,0
Some-college,Male,Married,Blue-Collar,White,Private,40,40,0
Bachelors,Male,Married,White-Collar,White,Private,45,40,1
School,Male,Married,Blue-Collar,White,Private,35,70,0
Some-college,Male,Married,Blue-Collar,White,Self-Employed,26,45,0
Doctorate,Male,Single,Professional,White,Private,34,40,1
HS-grad,Male,Single,Blue-Collar,White,Private,37,40,0
Some-college,Female,Single,Blue-Collar,White,Private,19,15,0
School,Male,Married,Professional,White,Private,28,45,0
HS-grad,Female,Separated,Blue-Collar,White,Private,40,40,0
HS-grad,Male,Married,Blue-Collar,White,Private,56,40,1
Assoc,Male,Married,Blue-Collar,White,Self-Employed,32,40,0
HS-grad,Female,Divorced,Service,White,Private,46,43,0
Some-college,Male,Married,White-Collar,White,Private,52,40,1
HS-grad,Male,Separated,Blue-Collar,White,Private,35,50,0
HS-grad,Male,Married,White-Collar,White,Private,26,40,0
HS-grad,Male,Married,Blue-Collar,White,Private,27,48,0
Bachelors,Female,Separated,Professional,White,Private,32,32,0
HS-grad,Female,Single,White-Collar,White,Private,48,40,0
School,Male,Married,Service,White,Private,49,40,0
Some-college,Female,Divorced,White-Collar,Other,Private,33,38,0
Some-college,Female,Divorced,White-Collar,White,Government,50,40,0
Some-college,Male,Single,Service,Other,Private,22,20,0
Some-college,Female,Separated,Professional,White,Private,41,40,0
Assoc,Male,Married,Blue-Collar,White,Private,33,40,0
HS-grad,Female,Single,Service,Other,Private,37,30,0
Some-college,Female,Widowed,Sales,White,Private,44,25,0
HS-grad,Male,Divorced,Blue-Collar,White,Private,25,50,0
HS-grad,Female,Single,White-Collar,White,Private,44,30,0
HS-grad,Male,Single,Service,White,Private,25,40,0
HS-grad,Male,Divorced,Blue-Collar,White,Private,37,40,0
Bachelors,Male,Married,Sales,White,Self-Employed,40,40,1
Bachelors,Male,Married,Blue-Collar,White,Private,29,45,0
HS-grad,Male,Married,Blue-Collar,Other,Private,42,60,0
School,Male,Married,Blue-Collar,White,Self-Employed,60,40,1
Bachelors,Male,Married,White-Collar,White,Private,34,40,1
School,Male,Married,Service,Other,Private,46,40,1
Masters,Male,Married,White-Collar,White,Private,44,45,1
Some-college,Male,Married,White-Collar,White,Self-Employed,63,60,1
Assoc,Male,Single,Blue-Collar,White,Private,30,50,1
Some-college,Female,Married,White-Collar,White,Private,28,32,1
Masters,Male,Widowed,White-Collar,White,Private,43,40,1
Bachelors,Male,Married,Sales,White,Private,36,42,1
Some-college,Male,Single,Other/Unknown,White,Other/Unknown,19,40,0
HS-grad,Male,Divorced,Service,Other,Private,33,40,0
Some-college,Female,Single,Service,White,Private,23,15,0
HS-grad,Female,Divorced,White-Collar,White,Private,57,40,0
Prof-school,Male,Married,Professional,White,Self-Employed,50,75,1
School,Male,Single,Blue-Collar,Other,Self-Employed,34,10,0
Some-college,Male,Married,Sales,Other,Private,32,65,0
Some-college,Male,Married,Sales,White,Private,28,55,1
HS-grad,Female,Divorced,White-Collar,White,Self-Employed,49,40,0
School,Female,Single,Service,White,Government,17,40,0
Assoc,Male,Married,Blue-Collar,White,Private,48,40,0
HS-grad,Male,Married,White-Collar,White,Private,41,40,0
HS-grad,Male,Single,Professional,White,Private,31,43,0
Some-college,Female,Divorced,White-Collar,Other,Government,37,40,0
Some-college,Male,Married,Service,White,Private,31,40,0
Bachelors,Male,Single,Service,White,Private,27,40,0
HS-grad,Male,Single,Blue-Collar,Other,Private,27,40,0
Some-college,Female,Single,Other/Unknown,White,Other/Unknown,19,35,0
Some-college,Male,Single,White-Collar,White,Private,23,45,0
Bachelors,Male,Single,Blue-Collar,White,Private,29,40,0
HS-grad,Male,Separated,Blue-Collar,White,Private,33,35,0
School,Female,Single,Professional,White,Government,17,40,0
Assoc,Female,Married,Professional,White,Government,43,40,1
Masters,Male,Divorced,Professional,White,Government,41,35,0
HS-grad,Male,Divorced,White-Collar,White,Private,51,44,0
HS-grad,Male,Married,Blue-Collar,White,Private,61,40,1
HS-grad,Male,Married,Blue-Collar,White,Private,45,50,1
Bachelors,Male,Single,Service,White,Private,23,40,0
HS-grad,Male,Married,Service,White,Private,34,40,1
School,Male,Single,Service,White,Government,45,40,0
HS-grad,Female,Divorced,White-Collar,White,Private,42,40,0
Some-college,Male,Divorced,Blue-Collar,White,Private,30,50,0
School,Female,Separated,Service,Other,Private,36,35,0
Some-college,Female,Married,White-Collar,White,Private,22,40,0
Bachelors,Male,Married,White-Collar,White,Private,41,50,1
Some-college,Male,Single,White-Collar,White,Private,21,45,0
Bachelors,Male,Married,White-Collar,White,Private,45,72,1
Some-college,Male,Single,Blue-Collar,Other,Private,26,40,0
Some-college,Male,Single,Professional,White,Government,22,10,0
HS-grad,Male,Single,Service,White,Private,47,50,0
Bachelors,Male,Married,Professional,White,Self-Employed,43,21,0
Some-college,Male,Married,Other/Unknown,White,Other/Unknown,60,35,1
Bachelors,Male,Married,Professional,White,Private,30,45,0
Some-college,Female,Single,Sales,White,Private,19,40,0
Bachelors,Male,Single,White-Collar,White,Government,28,55,0
Bachelors,Male,Single,White-Collar,White,Government,31,47,0
HS-grad,Male,Single,Blue-Collar,White,Private,29,40,0
HS-grad,Male,Divorced,Blue-Collar,White,Private,55,40,0
Some-college,Female,Single,Service,Other,Private,47,35,0
Bachelors,Male,Married,Service,White,Government,32,20,0
School,Female,Single,Service,Other,Private,17,25,0
Bachelors,Male,Married,Professional,Other,Private,30,40,0
Bachelors,Female,Divorced,Sales,White,Self-Employed,37,60,0
HS-grad,Male,Single,White-Collar,White,Private,29,50,0
Masters,Male,Married,White-Collar,White,Private,31,40,1
School,Female,Married,Blue-Collar,White,Private,31,42,0
Assoc,Female,Single,Professional,White,Private,34,40,0
Assoc,Female,Divorced,Service,White,Private,34,40,0
HS-grad,Male,Married,Sales,White,Self-Employed,43,68,1
School,Male,Single,Service,White,Private,17,30,0
Some-college,Male,Married,Blue-Collar,White,Private,43,40,1
Bachelors,Male,Single,Sales,White,Private,28,40,0
HS-grad,Male,Married,Blue-Collar,Other,Private,42,40,0
HS-grad,Male,Married,Service,White,Private,50,40,0
Bachelors,Male,Single,Professional,White,Private,24,20,0
Assoc,Female,Single,White-Collar,White,Private,22,15,0
School,Female,Widowed,Blue-Collar,White,Private,61,40,0
Assoc,Male,Married,Service,White,Private,61,40,1
School,Male,Single,Other/Unknown,White,Other/Unknown,17,20,0
Assoc,Male,Divorced,Service,White,Private,60,20,0
HS-grad,Female,Separated,Service,White,Private,52,20,0
Some-college,Male,Single,Blue-Collar,White,Private,49,40,0
HS-grad,Female,Married,Sales,White,Self-Employed,29,25,1
HS-grad,Female,Divorced,White-Collar,White,Private,38,40,0
Assoc,Female,Single,Professional,White,Government,43,40,1
Some-college,Female,Married,White-Collar,White,Private,45,40,0
Masters,Male,Married,Other/Unknown,White,Other/Unknown,59,20,0
Bachelors,Male,Divorced,White-Collar,White,Private,61,40,1
HS-grad,Male,Married,Other/Unknown,White,Other/Unknown,62,40,0
School,Male,Married,Blue-Collar,White,Private,59,40,0
Assoc,Male,Married,Sales,White,Private,48,40,1
Assoc,Male,Married,Sales,White,Private,56,40,1
Masters,Female,Single,Professional,White,Private,31,60,0
School,Female,Single,Sales,White,Private,18,24,0
HS-grad,Female,Widowed,Other/Unknown,White,Other/Unknown,67,15,0
Assoc,Male,Married,Blue-Collar,White,Private,47,40,0
HS-grad,Male,Married,Professional,White,Private,39,40,0
School,Male,Married,Sales,White,Private,41,50,0
HS-grad,Female,Divorced,Sales,White,Private,55,37,0
Some-college,Male,Married,Blue-Collar,White,Private,37,40,1
Some-college,Male,Married,Blue-Collar,White,Private,31,40,0
Bachelors,Female,Single,Professional,White,Government,26,38,0
HS-grad,Male,Single,Service,White,Private,20,40,0
Bachelors,Male,Married,White-Collar,White,Private,33,40,1
Assoc,Male,Married,White-Collar,White,Private,53,40,1
Assoc,Male,Married,White-Collar,White,Government,60,60,1
HS-grad,Female,Divorced,White-Collar,White,Private,41,52,0
HS-grad,Male,Married,Blue-Collar,White,Private,24,40,0
HS-grad,Male,Married,Service,White,Private,69,20,0
School,Male,Separated,Blue-Collar,Other,Private,63,40,0
Bachelors,Female,Single,White-Collar,White,Private,23,40,0
Bachelors,Male,Married,Professional,White,Private,37,40,1
Bachelors,Female,Married,White-Collar,White,Private,49,43,0
Some-college,Female,Separated,Service,Other,Private,36,40,0
HS-grad,Male,Divorced,Sales,White,Private,41,30,0
HS-grad,Female,Separated,Professional,White,Private,37,38,0
Bachelors,Female,Married,Blue-Collar,White,Private,38,40,0
Assoc,Male,Single,Service,White,Private,37,40,0
HS-grad,Female,Divorced,White-Collar,White,Private,52,38,0
Some-college,Male,Divorced,Blue-Collar,White,Private,36,40,0
School,Male,Married,Blue-Collar,White,Private,29,40,0
Some-college,Male,Single,Blue-Collar,Other,Private,28,40,0
School,Male,Single,Service,White,Private,17,14,0
HS-grad,Male,Divorced,Blue-Collar,White,Private,37,45,0
Assoc,Female,Single,Professional,Other,Private,22,35,0
Some-college,Male,Married,Sales,White,Private,46,50,0
Bachelors,Male,Married,Sales,White,Private,35,50,0
Some-college,Male,Married,Sales,White,Private,45,45,0
Some-college,Female,Single,White-Collar,White,Private,48,43,0
Some-college,Male,Divorced,Blue-Collar,White,Self-Employed,29,50,0
HS-grad,Female,Single,White-Collar,White,Private,22,40,0
School,Male,Single,Professional,Other,Private,49,45,0
Bachelors,Female,Single,Professional,White,Private,29,40,1
HS-grad,Male,Married,White-Collar,White,Private,30,40,0
Bachelors,Female,Single,Blue-Collar,White,Self-Employed,38,20,0
Bachelors,Male,Divorced,Professional,White,Private,36,40,1
School,Female,Divorced,White-Collar,White,Private,47,40,0
HS-grad,Female,Married,Service,White,Private,29,40,0
Assoc,Male,Married,Sales,White,Private,35,60,0
HS-grad,Male,Married,Blue-Collar,Other,Private,36,35,0
HS-grad,Male,Single,Blue-Collar,Other,Private,38,40,0
Bachelors,Male,Married,White-Collar,White,Government,35,80,0
Some-college,Male,Single,Blue-Collar,Other,Private,21,40,0
Bachelors,Female,Single,White-Collar,White,Private,24,40,0
Bachelors,Female,Married,Blue-Collar,Other,Private,53,40,0
HS-grad,Male,Single,Service,Other,Private,20,40,0
Bachelors,Male,Single,Professional,White,Private,39,40,1
HS-grad,Male,Divorced,Blue-Collar,White,Self-Employed,44,60,0
Bachelors,Male,Single,Blue-Collar,White,Private,23,40,0
Bachelors,Female,Single,White-Collar,White,Private,32,40,0
Some-college,Male,Married,Blue-Collar,White,Private,36,40,0
Bachelors,Male,Married,Professional,White,Private,41,45,1
HS-grad,Male,Married,Blue-Collar,White,Private,30,40,0
HS-grad,Male,Single,Blue-Collar,Other,Private,21,40,0
Some-college,Male,Married,Sales,White,Private,46,48,1
Bachelors,Male,Married,Sales,White,Self-Employed,43,45,1
Masters,Female,Married,White-Collar,White,Private,53,40,1
Assoc,Male,Married,Blue-Collar,White,Private,29,48,1
HS-grad,Male,Married,Blue-Collar,White,Government,66,40,0
HS-grad,Female,Divorced,Service,White,Private,40,40,0
HS-grad,Male,Married,White-Collar,White,Private,45,55,1
HS-grad,Male,Divorced,Blue-Collar,White,Private,49,40,0
School,Male,Single,Blue-Collar,White,Self-Employed,30,40,0
HS-grad,Male,Married,Blue-Collar,White,Private,40,40,0
Bachelors,Male,Married,Sales,White,Private,40,40,1
Assoc,Male,Divorced,Service,White,Government,33,56,0
School,Female,Separated,Blue-Collar,White,Private,46,40,0
HS-grad,Male,Married,Service,Other,Private,22,40,0
Bachelors,Female,Married,Professional,White,Private,29,24,0
School,Male,Single,Blue-Collar,White,Private,18,36,0
HS-grad,Male,Married,White-Collar,White,Government,46,65,0
School,Female,Widowed,Blue-Collar,White,Private,48,50,0
Some-college,Male,Single,Blue-Collar,White,Private,30,44,0
HS-grad,Male,Widowed,Blue-Collar,White,Private,53,40,1
HS-grad,Male,Married,Other/Unknown,White,Other/Unknown,60,32,0
School,Male,Single,Blue-Collar,Other,Private,53,40,0
Bachelors,Female,Single,Service,White,Private,54,50,0
HS-grad,Female,Separated,Service,Other,Private,37,25,0
Some-college,Male,Divorced,Blue-Collar,White,Government,53,40,0
Bachelors,Male,Single,Professional,White,Private,36,50,0
Bachelors,Male,Married,Blue-Collar,White,Private,48,40,0
School,Male,Married,Blue-Collar,White,Private,20,40,0
Bachelors,Male,Married,Other/Unknown,White,Other/Unknown,47,18,0
School,Male,Married,Blue-Collar,Other,Private,55,45,0
Some-college,Female,Single,White-Collar,White,Private,23,40,0
Bachelors,Male,Married,White-Collar,White,Private,39,40,1
Bachelors,Male,Single,White-Collar,White,Private,36,40,1
Bachelors,Male,Separated,Professional,White,Private,33,35,0
HS-grad,Male,Single,Blue-Collar,Other,Private,24,50,0
School,Female,Single,Sales,Other,Private,33,17,0
HS-grad,Female,Married,White-Collar,White,Private,51,40,0
School,Male,Divorced,Other/Unknown,White,Other/Unknown,57,40,0
Some-college,Female,Single,Service,Other,Private,23,40,0
School,Male,Married,Service,White,Private,58,20,0
Some-college,Male,Married,Blue-Collar,White,Private,40,43,0
HS-grad,Male,Single,White-Collar,Other,Private,26,40,0
Some-college,Male,Single,Blue-Collar,White,Private,23,60,0
School,Female,Separated,Blue-Collar,White,Private,59,40,0
Some-college,Male,Single,Service,White,Private,22,30,0
Bachelors,Female,Married,Professional,Other,Government,38,40,1
School,Female,Single,Other/Unknown,Other,Other/Unknown,18,50,0
Some-college,Male,Married,Blue-Collar,White,Government,31,40,0
Some-college,Male,Single,Other/Unknown,White,Other/Unknown,19,10,0
Bachelors,Male,Married,Professional,White,Private,35,55,0
Assoc,Female,Widowed,White-Collar,White,Private,72,40,0
HS-grad,Male,Single,Blue-Collar,White,Private,44,58,0
Some-college,Male,Single,Blue-Collar,White,Private,19,50,0
HS-grad,Male,Single,Service,White,Private,23,35,0
HS-grad,Female,Single,White-Collar,White,Private,20,40,0
Bachelors,Female,Married,White-Collar,White,Private,38,50,1
HS-grad,Male,Married,Blue-Collar,White,Self-Employed,57,50,0
Bachelors,Male,Married,White-Collar,White,Private,33,40,0
Bachelors,Male,Married,Professional,White,Private,41,45,1
Assoc,Male,Divorced,White-Collar,White,Self-Employed,43,25,0
HS-grad,Female,Married,White-Collar,Other,Private,32,40,0
Bachelors,Male,Married,Sales,White,Private,30,40,0
HS-grad,Male,Single,Blue-Collar,White,Private,25,40,0
School,Male,Single,Blue-Collar,White,Private,23,40,0
Bachelors,Male,Divorced,Blue-Collar,White,Private,43,40,0
HS-grad,Male,Married,Blue-Collar,White,Private,41,40,0
HS-grad,Male,Divorced,White-Collar,White,Self-Employed,59,60,0
HS-grad,Male,Married,Blue-Collar,White,Private,22,40,0
HS-grad,Female,Single,Blue-Collar,Other,Private,31,40,0
Some-college,Male,Married,Service,White,Private,66,40,1
HS-grad,Male,Married,Blue-Collar,White,Private,51,48,0
Bachelors,Male,Married,Professional,White,Private,40,44,1
School,Male,Married,Blue-Collar,Other,Private,37,40,1
Prof-school,Male,Married,Professional,White,Private,50,50,1
HS-grad,Male,Married,Blue-Collar,White,Private,30,40,1
Some-college,Female,Divorced,Service,White,Government,32,38,0
School,Male,Married,Blue-Collar,White,Government,61,40,0
Some-college,Male,Single,Sales,White,Private,18,16,0
HS-grad,Male,Married,Sales,Other,Private,32,40,0
Some-college,Female,Married,Sales,White,Private,39,45,1
Bachelors,Male,Married,Professional,White,Government,52,40,1
HS-grad,Male,Married,Blue-Collar,White,Private,55,65,0
HS-grad,Male,Widowed,Other/Unknown,White,Other/Unknown,80,24,0
